starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	4	5	3
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	3
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	4	5	3
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	5	5	5
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	5
Tue Apr 12 19:09:36 2022	1649783376	0	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	3
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	3
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:36 2022	1649783376	0	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	5
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	3
Tue Apr 12 19:09:34 2022	1649783374	0	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:35 2022	1649783375	2	3	5	3
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	3
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	5
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	5
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	0	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	5
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	3
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	3
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	5	5	5
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	5
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	3
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	5
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	3
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	5
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	0	5	5	5
Tue Apr 12 19:09:35 2022	1649783375	0	5	5	5
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	0	5	5	4
Tue Apr 12 19:09:35 2022	1649783375	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	0	5	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:33 2022	1649783373	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:37 2022	1649783377	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	5
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	1	4	5	4
Tue Apr 12 19:09:32 2022	1649783372	1	4	5	4
Tue Apr 12 19:09:31 2022	1649783371	0	5	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
Tue Apr 12 19:09:36 2022	1649783376	0	5	5	5
Tue Apr 12 19:09:37 2022	1649783377	0	5	5	5
Tue Apr 12 19:09:31 2022	1649783371	1	4	5	4
Tue Apr 12 19:09:34 2022	1649783374	1	4	5	4
